rule,g,target,attributor,focal,lds,p_onesided,n_masks,ci_lo,ci_hi,ceiling,bar_half_ceiling,ratio,PASS
dtw,5,C2,TRAK,False,0.2713043478260869,0.0998556200790276,24,-0.17040698792779388,0.6235472702712065,0.9115002366303833,0.45575011831519163,0.29764594338344846,False
dtw,5,C2,TracIn,False,0.25913043478260867,0.1107168553781794,24,-0.23517129078724872,0.6998760248636838,0.9115002366303833,0.45575011831519163,0.2842900356675245,False
dtw,5,C3,IF,False,-0.1591304347826087,0.7711721089925269,24,-0.5596330275229358,0.3257566881562044,0.6441876915821739,0.32209384579108696,-0.24702495384811257,False
dtw,5,C3,TRAK,False,-0.19999999999999998,0.8256221336382272,24,-0.5775832038717216,0.24081209544031495,0.6441876915821739,0.32209384579108696,-0.31046852122986823,False
dtw,5,C3,TracIn,False,0.40782608695652167,0.023950460284585973,24,-0.017585612502872904,0.7285605419984071,0.6441876915821739,0.32209384579108696,0.6330858106817747,True
dtw,5,C4,IF,False,0.008695652173913044,0.48391649708513457,24,-0.4162144420131291,0.4207489381783857,0.7945492662473793,0.39727463312368966,0.010944132155558107,False
dtw,5,C4,TRAK,False,0.08086956521739129,0.35359037523411907,24,-0.3617413718903082,0.529706011408512,0.7945492662473793,0.39727463312368966,0.10178042904669038,False
dtw,5,C4,TracIn,False,0.11565217391304347,0.29523915844342064,24,-0.3191166418223896,0.5234690329961563,0.7945492662473793,0.39727463312368966,0.14555695766892282,False
dtw,5,C5,IF,True,0.14608695652173911,0.24789146484215685,24,-0.26282081597741624,0.49016684028505964,0.9177998400225849,0.45889992001129243,0.1591708236930443,False
dtw,5,C5,TRAK,True,0.348695652173913,0.04746505942284122,24,-0.045834523255780635,0.6639056773563354,0.9177998400225849,0.45889992001129243,0.37992559702923073,False
dtw,5,C5,TracIn,True,-0.2008695652173913,0.8266897486325107,24,-0.5944105697759545,0.2733815079894747,0.9177998400225849,0.45889992001129243,-0.21885988257793593,False
dtw,5,C6,IF,False,-0.6504347826086957,0.9997103438567196,24,-0.8313628258455256,-0.34730942944050175,0.940385146963973,0.4701925734819865,-0.6916684984961958,False
dtw,5,C6,TRAK,False,-0.17739130434782607,0.7965187243014216,24,-0.4934493901767524,0.18969451396738252,0.940385146963973,0.4701925734819865,-0.1886368632262352,False
dtw,5,C6,TracIn,False,0.02260869565217391,0.4582435215168909,24,-0.3936888599944258,0.4454380392764442,0.940385146963973,0.4701925734819865,0.02404195315628488,False
dtw,5,C7,IF,False,0.3869565217391304,0.03087961010464104,24,-0.015409465447039928,0.696387911671479,0.9151966795585321,0.45759833977926606,0.42281241877515174,False
dtw,5,C7,TRAK,False,0.5252173913043477,0.004201350368125826,24,0.10662150349650348,0.824474074794775,0.9151966795585321,0.45759833977926606,0.5738847212139138,True
dtw,5,C7,TracIn,False,0.5704347826086955,0.001803523027666468,24,0.19472580373674467,0.7920534680981424,0.9151966795585321,0.45759833977926606,0.6232920150932573,True
dtw,5,C8,IF,False,-0.40695652173913033,0.9757875285639479,24,-0.671189475468507,-0.011783996501967762,0.9097459233978006,0.4548729616989003,-0.4473298657049131,False
dtw,5,C8,TRAK,False,0.33739130434782605,0.05344606021967919,24,-0.08686957214564575,0.6977186088747179,0.9097459233978006,0.4548729616989003,0.37086322199467164,False
dtw,5,C8,TracIn,False,-0.09652173913043478,0.6731634140026547,24,-0.5149396967916514,0.339869851827011,0.9097459233978006,0.4548729616989003,-0.1060974681479602,False
dtw,5,C9,IF,False,0.1269565217391304,0.27720819365667276,24,-0.25092071337554256,0.4814175142479736,0.8945496491396712,0.4472748245698356,0.14192227548379258,False
dtw,5,C9,TRAK,False,0.2121739130434782,0.15978561114434037,24,-0.23590492235878927,0.5528642824183018,0.8945496491396712,0.4472748245698356,0.2371851727263383,False
dtw,5,C9,TracIn,False,0.5469565217391303,0.0028384827143188565,24,0.09287502789145223,0.8295561608636762,0.8945496491396712,0.4472748245698356,0.6114322690363393,True
dtw,15,C1,IF,True,-0.06135772558789806,0.6121058664901071,24,-0.4208878896251468,0.3362916679948918,0.9327641408751334,0.4663820704375667,-0.06578053647123625,False
dtw,15,C1,TRAK,True,-0.03176676572990467,0.5585735571244611,24,-0.4878285803519814,0.41792082886152726,0.9327641408751334,0.4663820704375667,-0.03405658980425706,False
dtw,15,C1,TracIn,True,-0.08398610665577536,0.6517954165786228,24,-0.4677831547529225,0.3603839325514067,0.9327641408751334,0.4663820704375667,-0.09004002509892621,False
dtw,15,C2,IF,False,-0.16710189096278621,0.7824336107722843,24,-0.5901550557592552,0.26137109861277535,0.9115002366303833,0.45575011831519163,-0.18332621786311906,False
dtw,15,C2,TRAK,False,-0.19234123907695702,0.8160521687191276,24,-0.6117854339655983,0.26887952035334245,0.9115002366303833,0.45575011831519163,-0.21101611535286097,False
dtw,15,C2,TracIn,False,-0.045256762135754594,0.5831596508483654,24,-0.41542420811676545,0.33750161746860846,0.9115002366303833,0.45575011831519163,-0.049650850671261404,False
dtw,15,C3,IF,False,0.2985205656262275,0.07825256327124812,24,-0.15084406841125558,0.6633542704204817,0.6441876915821739,0.32209384579108696,0.46340619283339346,False
dtw,15,C3,TRAK,False,0.2567450928855309,0.1129336938770737,24,-0.2266524970546701,0.6532053646354443,0.6441876915821739,0.32209384579108696,0.3985563466059797,False
dtw,15,C3,TracIn,False,0.12358577352456064,0.2825319432956423,24,-0.3049014689879018,0.5633713891295309,0.6441876915821739,0.32209384579108696,0.19184746175609874,False
dtw,15,C4,IF,False,-0.04482160096137234,0.5823707557117821,24,-0.4136276576620167,0.3192217039717039,0.7945492662473793,0.39727463312368966,-0.056411355299669154,False
dtw,15,C4,TRAK,False,-0.15970415099828786,0.7719926253549986,24,-0.5930291424123788,0.3191537105212667,0.7945492662473793,0.39727463312368966,-0.200999683446394,False
dtw,15,C4,TracIn,False,0.45735439427575075,0.012318734377484979,24,-0.029864272527216688,0.7588939329450941,0.7945492662473793,0.39727463312368966,0.57561489728109,True
dtw,15,C5,IF,True,0.08920804074836243,0.3392443354344387,24,-0.3164986732863093,0.4209778375839446,0.9177998400225849,0.45889992001129243,0.09719770788603235,False
dtw,15,C5,TRAK,True,0.36074861356288995,0.04165276888442028,24,-0.05832353177704976,0.6952262406539664,0.9177998400225849,0.45889992001129243,0.3930580479879064,False
dtw,15,C5,TracIn,True,0.07093127142430769,0.3709434351262689,24,-0.3482661697478942,0.4925785864569746,0.9177998400225849,0.45889992001129243,0.07728403114840622,False
dtw,15,C6,IF,False,-0.20365542961089567,0.8300839712572636,24,-0.4912489302577527,0.140317870934597,0.940385146963973,0.4701925734819865,-0.21656597859759463,False
dtw,15,C6,TRAK,False,-0.23498703416641806,0.8654871093533515,24,-0.5311764530000379,0.1278075712258945,0.940385146963973,0.4701925734819865,-0.24988382145876303,False
dtw,15,C6,TracIn,False,0.23846832356147613,0.13089492593442886,24,-0.22405358484669538,0.6881930824470011,0.940385146963973,0.4701925734819865,0.25358580399889286,False
dtw,15,C7,IF,False,0.1953873672976328,0.18010575240214993,24,-0.20042523435294865,0.5629442895738933,0.9151966795585321,0.45759833977926606,0.21349221611236915,False
dtw,15,C7,TRAK,False,0.34160152189007076,0.05115693484774432,24,0.036193142464436195,0.5876632504249597,0.9151966795585321,0.45759833977926606,0.3732547653634962,False
dtw,15,C7,TracIn,False,-0.0735422384706012,0.6336407866054724,24,-0.41619590319567845,0.2827116694687194,0.9151966795585321,0.45759833977926606,-0.08035675840309663,False
dtw,15,C8,IF,False,-0.19973897904145538,0.8253009068731401,24,-0.5808100964931185,0.2201621603904966,0.9097459233978006,0.4548729616989003,-0.2195546843402742,False
dtw,15,C8,TRAK,False,-0.07702352786565926,0.6397255037952142,24,-0.5533379615797818,0.3476955807790487,0.9097459233978006,0.4548729616989003,-0.0846648782750077,False
dtw,15,C8,TracIn,False,-0.023933864591024066,0.544194884298141,24,-0.4523333301918795,0.4235810900075385,0.9097459233978006,0.4548729616989003,-0.026308295509183184,False
dtw,15,C9,IF,False,0.036988699822491734,0.431879287254167,24,-0.39045398864663117,0.4273201658351633,0.8945496491396712,0.4472748245698356,0.041348962417083766,False
dtw,15,C9,TRAK,False,0.29895572680060967,0.07793644015394312,24,-0.12863209867563602,0.6403157036601355,0.8945496491396712,0.4472748245698356,0.33419690800631235,False
dtw,15,C9,TracIn,False,0.37728473818941566,0.0345717087998906,24,-0.040451360161971664,0.7156066163728872,0.8945496491396712,0.4472748245698356,0.4217594166542544,False
