target,attributor,insider_advantage_auc,mean_outsider_dtw,mean_outsider_mmd,mean_outsider_bddl,within_target_redundancy_dtw
C1,TRAK,0.705,0.17573493637540072,0.9005594565802151,0.22270562770562768,0.11183391632232938
C2,TRAK,0.4577777777777778,0.17170768373974815,0.9440701941317982,0.09513888888888888,0.08090474997727976
C3,TRAK,0.5883333333333334,0.499772216861617,1.1267372668120597,0.033503667628667626,0.0509407339683684
C4,IF,0.7016666666666667,0.22986415348209188,0.9757740355531375,0.06988985088985089,0.1964727911031528
C5,TRAK,0.6538888888888889,0.1684434810660278,0.9357527694768376,0.1375,0.093961932444999
C6,TRAK,0.5088888888888888,0.169361131008728,0.9545074582099914,0.12493055555555554,0.069002600236795
C7,TracIn,0.7211111111111111,0.16141181860035492,0.927998176349534,0.16249999999999998,0.08626662713922073
C8,TRAK,0.4872222222222222,0.1724356120817095,0.834211629860931,0.005555555555555556,0.09537946502125585
C9,TracIn,0.5844444444444444,0.16827028921396742,0.9003264512618383,0.24680555555555556,0.09071824821652982
