name,target,estimator,lds,lds_graddot,ceiling,ratio,bar,p_abs,paired_delta_rho,paired_p,paired_ci_lo,paired_ci_hi,alpha,PASS_abs,PASS_paired
J1_KFAC_embed_C5,C5,KFAC_embed_1e-4,0.4278260869565217,0.48956521739130426,0.9614689945815773,0.44497127766736544,0.48073449729078865,0.018512113969280215,-0.061739130434782574,0.5948,-0.5769424549985063,0.4495069936727329,0.008333333333333333,False,False
J2_datamodel_C5,C5,datamodel_LOO,0.8478260869565216,0.48956521739130426,0.9614689945815773,0.8818028368408156,0.48073449729078865,8.484759707486413e-08,0.35826086956521735,0.0304,-0.014990278588136001,0.7993076402259532,0.008333333333333333,True,False
J3_datamodel_C2,C2,datamodel_LOO,0.37304347826086953,-0.2252173913043478,0.9319042915481122,0.4003023504067747,0.4659521457740561,0.03629319108804055,0.5982608695652174,0.0128,0.07275791897712108,1.0026623549829736,0.008333333333333333,False,False
