group,density,n_ckpt,lr_weighted,estimator,target,lds,ceiling,ratio,p,n,passed
embed,last3,3,False,TracIn,C1,0.19217391304347822,0.9505589414333672,0.202169381262876,0.18416024437781375,24,False
embed,last3,3,False,TracIn,C5,0.2721739130434782,0.9380881188989534,0.29013682996319407,0.0991085861577395,24,False
embed,last3,3,False,TracIn_trunc_k1,C1,0.1678260869565217,0.9505589414333672,0.17655516101237587,0.2165582763247178,24,False
embed,last3,3,False,TracIn_trunc_k1,C5,0.2643478260869565,0.9380881188989534,0.28179423740834186,0.10596963939352531,24,False
embed,last3,3,False,TracIn_trunc_k5,C1,-0.03217391304347826,0.9505589414333672,-0.033847362473875174,0.5593191439857563,24,False
embed,last3,3,False,TracIn_trunc_k5,C5,0.27043478260869563,0.9380881188989534,0.2882829205065603,0.10060646851666996,24,False
embed,last5,5,True,TracIn,C1,0.02434782608695652,0.9505589414333672,0.02561422025050013,0.4550437100394768,24,False
embed,last5,5,True,TracIn,C5,-0.07565217391304348,0.9380881188989534,-0.08064506136357152,0.6373324388345215,24,False
embed,last5,5,True,TracIn_trunc_k1,C1,-0.10434782608695652,0.9505589414333672,-0.10977522964500055,0.6862457096379757,24,False
embed,last5,5,True,TracIn_trunc_k1,C5,-0.09999999999999999,0.9380881188989534,-0.10659979375644511,0.6790033851966056,24,False
embed,last5,5,True,TracIn_trunc_k5,C1,-0.2295652173913043,0.9505589414333672,-0.2415055052190012,0.859726560295316,24,False
embed,last5,5,True,TracIn_trunc_k5,C5,-0.12782608695652173,0.9380881188989534,-0.13626234506258636,0.7241577477591982,24,False
embed,last5,5,False,TracIn,C1,0.12,0.9505589414333672,0.12624151409175063,0.2882449360444733,24,False
embed,last5,5,False,TracIn,C5,0.11043478260869564,0.9380881188989534,0.11772325049624809,0.30372662937585543,24,False
embed,last5,5,False,TracIn_trunc_k1,C1,0.025217391304347827,0.9505589414333672,0.026529013830875137,0.4534448086994876,24,False
embed,last5,5,False,TracIn_trunc_k1,C5,0.11826086956521738,0.9380881188989534,0.1260658430511003,0.2910338966841287,24,False
embed,last5,5,False,TracIn_trunc_k5,C1,-0.1252173913043478,0.9505589414333672,-0.13173027557400066,0.7200507321047585,24,False
embed,last5,5,False,TracIn_trunc_k5,C5,0.16347826086956518,0.9380881188989534,0.17426748892357982,0.22264828352130367,24,False
embed,evenly2,2,True,TracIn,C1,-0.1782608695652174,0.9505589414333672,-0.18753268397687595,0.7976853689640626,24,False
embed,evenly2,2,True,TracIn,C5,-0.20347826086956516,0.9380881188989534,-0.21690740642615786,0.8298693016800567,24,False
embed,evenly2,2,True,TracIn_trunc_k1,C1,-0.2252173913043478,0.9505589414333672,-0.2369315373171262,0.8549962862030643,24,False
embed,evenly2,2,True,TracIn_trunc_k1,C5,-0.2678260869565217,0.9380881188989534,-0.2855020563216095,0.8971180474521767,24,False
embed,evenly2,2,True,TracIn_trunc_k5,C1,-0.33304347826086955,0.9505589414333672,-0.3503659412836268,0.9441117115070637,24,False
embed,evenly2,2,True,TracIn_trunc_k5,C5,-0.29217391304347823,0.9380881188989534,-0.3114567887144831,0.9170337818671529,24,False
embed,evenly2,2,False,TracIn,C1,0.1826086956521739,0.9505589414333672,0.19210665187875098,0.19653749655614708,24,False
embed,evenly2,2,False,TracIn,C5,0.13565217391304346,0.9380881188989534,0.1446049376174386,0.26368927095292805,24,False
embed,evenly2,2,False,TracIn_trunc_k1,C1,0.09217391304347824,0.9505589414333672,0.09696811951975048,0.3341922595797608,24,False
embed,evenly2,2,False,TracIn_trunc_k1,C5,0.11217391304347826,0.9380881188989534,0.11957715995288191,0.30088622663361153,24,False
embed,evenly2,2,False,TracIn_trunc_k5,C1,0.03826086956521739,0.9505589414333672,0.0402509175365002,0.42955879516094964,24,False
embed,evenly2,2,False,TracIn_trunc_k5,C5,0.19217391304347822,0.9380881188989534,0.20485699495803797,0.18416024437781375,24,False
embed,evenly3,3,True,TracIn,C1,-0.14608695652173911,0.9505589414333672,-0.15368532150300077,0.7521085351578431,24,False
embed,evenly3,3,True,TracIn,C5,-0.05217391304347826,0.9380881188989534,-0.05561728369901484,0.5956559011765431,24,False
embed,evenly3,3,True,TracIn_trunc_k1,C1,-0.14260869565217388,0.9505589414333672,-0.15002614718150073,0.746895383023573,24,False
embed,evenly3,3,True,TracIn_trunc_k1,C5,-0.09478260869565217,0.9380881188989534,-0.10103806538654363,0.6702284606154314,24,False
embed,evenly3,3,True,TracIn_trunc_k5,C1,-0.3060869565217391,0.9505589414333672,-0.3220073402920016,0.9271162952067029,24,False
embed,evenly3,3,True,TracIn_trunc_k5,C5,-0.11652173913043477,0.9380881188989534,-0.12421193359446649,0.7061654835244424,24,False
embed,evenly3,3,False,TracIn,C1,0.09043478260869564,0.9505589414333672,0.09513853235900048,0.337151379128055,24,False
embed,evenly3,3,False,TracIn,C5,0.25478260869565217,0.9380881188989534,0.27159773539685583,0.1147794820971082,24,False
embed,evenly3,3,False,TracIn_trunc_k1,C1,0.002608695652173913,0.9505589414333672,0.002744380741125014,0.4951738424019517,24,False
embed,evenly3,3,False,TracIn_trunc_k1,C5,0.21478260869565213,0.9380881188989534,0.22895781789427774,0.15675843075142185,24,False
embed,evenly3,3,False,TracIn_trunc_k5,C1,-0.09478260869565217,0.9505589414333672,-0.0997125002608755,0.6702284606154314,24,False
embed,evenly3,3,False,TracIn_trunc_k5,C5,0.24,0.9380881188989534,0.25583950501546826,0.1293231202730042,24,False
block_00,last1,1,False,TracIn,C1,0.04,0.9505589414333672,0.042080504697250214,0.42639021971699514,24,False
block_00,last1,1,False,TracIn,C5,0.5243478260869565,0.9380881188989534,0.5589537011750992,0.004265544430594882,24,True
block_00,last1,1,False,TracIn_trunc_k1,C1,-0.08695652173913042,0.9505589414333672,-0.09147935803750046,0.6569023373507357,24,False
block_00,last1,1,False,TracIn_trunc_k1,C5,0.47391304347826085,0.9380881188989534,0.5051903269327181,0.009655790005041253,24,True
block_00,last1,1,False,TracIn_trunc_k5,C1,-0.17739130434782607,0.9505589414333672,-0.18661789039650095,0.7965187243014216,24,False
block_00,last1,1,False,TracIn_trunc_k5,C5,0.46347826086956523,0.9380881188989534,0.49406687019291523,0.011272486426091563,24,False
block_00,last2,2,True,TracIn,C1,-0.10695652173913042,0.9505589414333672,-0.11251961038612557,0.6905595012834096,24,False
block_00,last2,2,True,TracIn,C5,0.27304347826086955,0.9380881188989534,0.291063784691511,0.09836536144512711,24,False
block_00,last2,2,True,TracIn_trunc_k1,C1,-0.2695652173913043,0.9505589414333672,-0.2835860099162514,0.898638863318537,24,False
block_00,last2,2,True,TracIn_trunc_k1,C5,0.32260869565217387,0.9380881188989534,0.3439002042055751,0.06208200577795402,24,False
block_00,last2,2,True,TracIn_trunc_k5,C1,-0.3834782608695652,0.9505589414333672,-0.4034239689453771,0.9678293009538904,24,False
block_00,last2,2,True,TracIn_trunc_k5,C5,0.25913043478260867,0.9380881188989534,0.2762325090384404,0.1107168553781794,24,False
block_00,last2,2,False,TracIn,C1,-0.07739130434782608,0.9505589414333672,-0.08141662865337541,0.6403664272283376,24,False
block_00,last2,2,False,TracIn,C5,0.34695652173913033,0.9380881188989534,0.3698549365984486,0.04835118391522914,24,False
block_00,last2,2,False,TracIn_trunc_k1,C1,-0.21478260869565213,0.9505589414333672,-0.2259540143526261,0.8432415692485782,24,False
block_00,last2,2,False,TracIn_trunc_k1,C5,0.37304347826086953,0.9380881188989534,0.39766357844795613,0.03629319108804055,24,False
block_00,last2,2,False,TracIn_trunc_k5,C1,-0.32260869565217387,0.9505589414333672,-0.3393884183191267,0.937917994222046,24,False
block_00,last2,2,False,TracIn_trunc_k5,C5,0.328695652173913,0.9380881188989534,0.3503888873037935,0.05841137529435366,24,False
