name,target,estimator,n,lds,graddot_lds,ceiling,ratio,bar,p_abs,alpha_abs,paired_delta_rho,paired_p,PASS_abs,PASS_paired
J1_relatif_lin_unitL2_C5,C5,relatif_lin_unitL2,24,0.6234782608695651,0.48869565217391303,0.9614689945815773,0.6484642400152459,0.48073449729078865,0.0005668486803316869,0.016666666666666666,0.13478260869565212,0.2166,True,False
J2_trak_head_lam0p1_C2,C2,trak_head_lam0.1,24,0.19130434782608693,-0.23043478260869563,0.9319042915481122,0.20528325661885882,0.4659521457740561,0.18526640333497155,0.016666666666666666,0.42173913043478256,0.0288,False,True
J3_surrogate_loo_lam0p001_C5,C5,surrogate_loo_lam0.001,24,0.7069565217391304,0.4869565217391304,0.9614689945815773,0.7352879039503416,0.48073449729078865,5.616074534612212e-05,0.016666666666666666,0.21999999999999997,0.1598,True,False
