group,density,n_ckpt,lr_weighted,estimator,target,lds,ceiling,ratio,p,n,passed
ALL,last3,3,False,TracIn,C1,0.40869565217391296,0.82979067062928,0.49252861792718705,0.02369066876977094,24,False
ALL,last3,3,False,TracIn,C5,0.17391304347826084,0.8444377100886411,0.20595129919056443,0.2081849976467781,24,False
ALL,last3,3,False,TracIn_trunc_k1,C1,-0.20347826086956516,0.82979067062928,-0.24521637573396118,0.8298693016800567,24,False
ALL,last3,3,False,TracIn_trunc_k1,C5,-0.13826086956521738,0.8444377100886411,-0.16373128285649874,0.740304425270427,24,False
ALL,last3,3,False,TracIn_trunc_k5,C1,-0.05652173913043478,0.82979067062928,-0.06811565992610034,0.6034651080354297,24,False
ALL,last3,3,False,TracIn_trunc_k5,C5,0.1695652173913043,0.8444377100886411,0.20080251671080032,0.2141476252017946,24,False
ALL,last5,5,True,TracIn,C1,0.528695652173913,0.82979067062928,0.6371434036164463,0.003952542977514913,24,True
ALL,last5,5,True,TracIn,C5,0.17739130434782607,0.8444377100886411,0.21007032517437574,0.20348127569857838,24,False
ALL,last5,5,True,TracIn_trunc_k1,C1,0.08,0.82979067062928,0.0964098571261728,0.35509802609787955,24,False
ALL,last5,5,True,TracIn_trunc_k1,C5,-0.1452173913043478,0.8444377100886411,-0.1719693348241213,0.7508102653771943,24,False
ALL,last5,5,True,TracIn_trunc_k5,C1,0.05652173913043478,0.82979067062928,0.06811565992610034,0.39653489196457026,24,False
ALL,last5,5,True,TracIn_trunc_k5,C5,-0.2069565217391304,0.8444377100886411,-0.2450820460367717,0.8340542161584263,24,False
ALL,last5,5,False,TracIn,C1,0.48260869565217385,0.82979067062928,0.5816029424459337,0.008457149629039169,24,True
ALL,last5,5,False,TracIn,C5,0.16173913043478258,0.8444377100886411,0.19153470824722493,0.22510944242318542,24,False
ALL,last5,5,False,TracIn_trunc_k1,C1,0.07304347826086956,0.82979067062928,0.08802639128911428,0.36723356708841454,24,False
ALL,last5,5,False,TracIn_trunc_k1,C5,-0.11826086956521738,0.8444377100886411,-0.14004688344958383,0.7089661033158713,24,False
ALL,last5,5,False,TracIn_trunc_k5,C1,0.07565217391304348,0.82979067062928,0.09117019097801124,0.3626675611654785,24,False
ALL,last5,5,False,TracIn_trunc_k5,C5,-0.1826086956521739,0.8444377100886411,-0.2162488641500927,0.803462503443853,24,False
ALL,evenly3,3,True,TracIn,C1,0.5330434782608695,0.82979067062928,0.6423830697646078,0.0036588890354701223,24,True
ALL,evenly3,3,True,TracIn,C5,0.1652173913043478,0.8444377100886411,0.1956537342310362,0.22020146156415474,24,False
ALL,evenly3,3,True,TracIn_trunc_k1,C1,0.08695652173913042,0.82979067062928,0.10479332296323128,0.3430976626492644,24,False
ALL,evenly3,3,True,TracIn_trunc_k1,C5,-0.19999999999999998,0.8444377100886411,-0.23684399406914913,0.8256221336382272,24,False
ALL,evenly3,3,True,TracIn_trunc_k5,C1,0.07043478260869565,0.82979067062928,0.08488259160021736,0.3718171006484017,24,False
ALL,evenly3,3,True,TracIn_trunc_k5,C5,-0.25565217391304346,0.8444377100886411,-0.30274840981012974,0.8860408220724741,24,False
ALL,evenly3,3,False,TracIn,C1,0.508695652173913,0.82979067062928,0.6130409393349031,0.005567778630134615,24,True
ALL,evenly3,3,False,TracIn,C5,0.1869565217391304,0.8444377100886411,0.22139764662985678,0.19085448431752902,24,False
ALL,evenly3,3,False,TracIn_trunc_k1,C1,0.07043478260869565,0.82979067062928,0.08488259160021736,0.3718171006484017,24,False
ALL,evenly3,3,False,TracIn_trunc_k1,C5,-0.1826086956521739,0.8444377100886411,-0.2162488641500927,0.803462503443853,24,False
ALL,evenly3,3,False,TracIn_trunc_k5,C1,0.07652173913043478,0.82979067062928,0.09221812420764354,0.3611495516064094,24,False
ALL,evenly3,3,False,TracIn_trunc_k5,C5,-0.21304347826086956,0.8444377100886411,-0.2522903415084415,0.8412273737743545,24,False
act_out,last1,1,False,TracIn,C1,0.4060869565217391,0.82979067062928,0.48938481823829016,0.02447671449027893,24,False
act_out,last1,1,False,TracIn,C5,0.15826086956521737,0.8444377100886411,0.18741568226341365,0.23007445636405308,24,False
act_out,last1,1,False,TracIn_trunc_k1,C1,-0.01652173913043478,0.82979067062928,-0.019910731363013946,0.5305385665272448,24,False
act_out,last1,1,False,TracIn_trunc_k1,C5,-0.10521739130434782,0.8444377100886411,-0.1246005360102915,0.6876863091770542,24,False
act_out,last1,1,False,TracIn_trunc_k5,C1,0.21826086956521737,0.82979067062928,0.26303124063771055,0.1527771957922471,24,False
act_out,last1,1,False,TracIn_trunc_k5,C5,-0.36,0.8444377100886411,-0.42631918932446844,0.9580026517742374,24,False
act_out,last2,2,True,TracIn,C1,0.3956521739130434,0.82979067062928,0.47680961948270234,0.027826191444614144,24,False
act_out,last2,2,True,TracIn,C5,0.15826086956521737,0.8444377100886411,0.18741568226341365,0.23007445636405308,24,False
act_out,last2,2,True,TracIn_trunc_k1,C1,-0.3078260869565217,0.82979067062928,-0.3709683632898388,0.9283123122249095,24,False
act_out,last2,2,True,TracIn_trunc_k1,C5,0.054782608695652164,0.8444377100886411,0.0648746592450278,0.399654121744132,24,False
act_out,last2,2,True,TracIn_trunc_k5,C1,-0.2026086956521739,0.82979067062928,-0.24416844250432893,0.8288133366095395,24,False
act_out,last2,2,True,TracIn_trunc_k5,C5,0.040869565217391296,0.8444377100886411,0.04839855530978264,0.42480757501620914,24,False
