target,n_masks,n_init,n_order,mask,init,order,mask_x_init,mask_x_order,init_x_order,resid_MxIxO
C1,8,3,3,70.36759316195237,8.134927827880087,0.11357335808863941,12.782352178382652,2.4052316469520227,1.0809304414873782,5.115391385256852
C2,8,3,3,65.49193478107689,6.630742306773226,0.1062568101255483,16.571204005373026,1.6735800505485872,0.5214811936572941,9.004800852445427
C3,8,3,3,41.616022033654765,11.736965086511951,0.35114253717912114,34.89162762891953,4.700195836240612,0.8318937549331404,5.872153122560871
C4,8,3,3,54.01592383922059,1.1533386587843217,0.47624808580664624,23.999999818741898,7.059664388971904,4.009818283607359,9.285006924867286
C5,8,3,3,55.153798239723855,3.287635057575967,0.3374092933177589,32.53130533505198,1.1809647534448298,0.7572706714216755,6.751616649463942
C6,8,3,3,83.66805387457222,2.061561940256578,0.4439393085931004,9.751872056468791,0.5215011480307986,0.10525061975377499,3.4478210523247474
C7,8,3,3,76.96005857621839,3.5896146404138114,0.2711183515450092,14.695065663551862,1.3508355621975296,0.3689620584499264,2.764345147623468
C8,8,3,3,49.072778485057825,16.028206731148245,0.46243236039281493,13.416379945428753,6.451814073106842,3.3526722539611904,11.215716150904333
C9,8,3,3,66.48907184097013,1.8333781561189795,0.4278952304332258,22.071894839168326,1.050667776867909,0.5808466767930439,7.546245479648385
