tier,estimator,target,alpha,lds,ceiling,ratio,bar,p,n,passed,lds_insample_INVALID,n_nonzero_coef
bc_s10,datamodel_ridge,C1,100.0,0.042608695652173914,0.9505589414333672,0.044824885438375234,0.4752794707166836,0.42164568798884394,24,False,0.7930434782608695,135
bc_s10,datamodel_ridge,C5,10.0,0.7843478260869564,0.9380881188989534,0.8361131649418564,0.4690440594494767,2.8649096344643213e-06,24,True,0.9782608695652173,135
bc_s10,datamodel_lasso,C1,0.001,0.39652173913043476,0.9505589414333672,0.4171458726510021,0.4752794707166836,0.027534207042583917,24,False,0.9860869565217389,19
bc_s10,datamodel_lasso,C5,0.001,0.8243478260869566,0.9380881188989534,0.8787530824444346,0.4690440594494767,3.663083964350279e-07,24,True,0.9852173913043477,19
bc_s10,datamodel_elasticnet,C1,0.01,0.3,0.9505589414333672,0.3156037852293766,0.4752794707166836,0.07718150456800539,24,False,0.8913043478260868,14
bc_s10,datamodel_elasticnet,C5,0.01,0.7947826086956521,0.9380881188989534,0.8472366216816594,0.4690440594494767,1.7497731245874399e-06,24,True,0.9697376818597523,8
