source,weighting,target,ceiling,half_split,n_masks,n_seeds,n_splits,gate_pass
archived,plain,C1,0.9505589414333672,0.9057763975155281,24,10,126,True
archived,plain,C5,0.9380881188989534,0.8833954451345754,24,10,126,True
archived,transport,C1,0.9548772395487725,0.9136507936507937,24,10,126,True
archived,transport,C5,0.8961051328444909,0.811766735679779,24,10,126,True
archived,interaction,C1,0.9562323517547398,0.916135265700483,24,10,126,True
archived,interaction,C5,0.9255046198110549,0.8613388543823326,24,10,126,True
