name,target,n,lds,graddot_lds,ceiling,ratio,p_abs,paired_delta_rho,paired_p,PASS_abs,PASS_paired
L1_C5_ensemble_relatif+surrogate,C5,24,0.21739130434782608,0.14260869565217388,0.9584344169497008,0.22681917562986983,0.15376660527445357,0.0747826086956522,0.3572,False,False
L2_relatif_lin_unitL2_C5,C5,24,0.21739130434782608,0.14260869565217388,0.9584344169497008,0.22681917562986983,0.15376660527445357,0.0747826086956522,0.3784,False,False
L3_surrogate_loo_C5,C5,24,0.1269565217391304,0.2121739130434782,0.9584344169497008,0.13246239856784398,0.27720819365667276,-0.0852173913043478,0.6272,False,False
