target,config,var_graddot_across_draws,var_estimator_across_draws,var_paired_delta,cov_est_graddot,baseline_share_of_paired_var,graddot_lds_min,graddot_lds_max,graddot_lds_mean,graddot_lds_sd
C5,relatif_C5,0.04718931316950221,0.09686848141146816,0.040909413988657835,0.05157419029615626,1.1535074343178193,-0.06608695652173913,0.48869565217391303,0.17855072463768118,0.21723101336941328
C7,leverage_C7,0.04306107120352866,0.010556798991808438,0.07074139886578447,-0.00856176433522369,0.6087110503034742,-0.21913043478260866,0.37304347826086953,0.15014492753623185,0.20751161703270654
