name,target,estimator,n,lds,graddot_lds,ceiling,ratio,bar,p_abs,alpha_abs,paired_delta_rho,paired_p,PASS_abs,PASS_paired
J1_relatif_lin_unitL2_C5,C5,relatif_lin_unitL2,24,0.5156521739130434,0.17478260869565218,0.9678053575817153,0.5328056616689116,0.48390267879085763,0.00495348513267947,0.016666666666666666,0.3408695652173912,0.0728,True,False
J2_trak_head_lam0p1_C2,C2,trak_head_lam0.1,24,-0.3008695652173913,-0.33652173913043476,0.9014571424239207,-0.33375914511962884,0.45072857121196036,0.9234431762695495,0.016666666666666666,0.03565217391304348,0.4706,False,False
J3_surrogate_loo_lam0p001_C5,C5,surrogate_loo_lam0.001,24,0.46347826086956523,0.12347826086956522,0.9678053575817153,0.4788961512133726,0.48390267879085763,0.011272486426091563,0.016666666666666666,0.34,0.1284,False,False
