name,target,statistic,primary,grain,n_masks,depth,depth_achieved,seeds,depth_note,lds,ceiling,ratio,p_abs,alpha_abs,PASS_abs,ceiling_note
N1_graddot_absbar_C5,C5,kendall_tau_b,True,cluster,149,4,5,"(4401, 4401),(4402, 4402),(4403, 4403),(4404, 4404)",analysed at even depth 4 of 5 achieved; the split-half ceiling needs disjoint equal halves,0.47469617268274983,0.6715129121651471,0.7069055026093176,4.3249475778216536e-18,0.05,True,"Spearman-Brown is derived for correlations, so the Kendall ceiling is an approximation"
N1_graddot_absbar_C5,C5,spearman,False,cluster,149,4,5,"(4401, 4401),(4402, 4402),(4403, 4403),(4404, 4404)",analysed at even depth 4 of 5 achieved; the split-half ceiling needs disjoint equal halves,0.678860874297116,0.8141306241678158,0.8338476089030931,9.160483236190977e-22,0.05,True,
