source,kind,A,B,lds_A,lds_B,ceil_A,ceil_B,ratio_A,ratio_B,log_gap,estimator_term,ceiling_term,ceiling_share,abs_ceiling_term,material,DENOMINATOR_DRIVEN,ceiling_spread_pct
b1_layerwise.csv,auto,trunc_k1,GradDot_dmean,0.3426086956521739,0.3878260869565217,0.9505589414333672,0.9380881188989534,0.3604286706677518,0.41342180882934365,-0.13717432572183064,-0.12396804272213026,-0.013206282999700376,0.09627372272622485,0.013206282999700376,False,False,1.3119462655949325
b1_layerwise.csv,auto,GradDot_dmean,trunc_k1,0.3878260869565217,0.3426086956521739,0.9380881188989534,0.9505589414333672,0.41342180882934365,0.3604286706677518,0.1371743257218305,0.1239680427221302,0.013206282999700305,0.09627372272622443,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,GradDot_dmean,trunc_k1,0.3878260869565217,0.3426086956521739,0.9380881188989534,0.9505589414333672,0.41342180882934365,0.3604286706677518,0.1371743257218305,0.1239680427221302,0.013206282999700305,0.09627372272622443,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,trunc_k0,trunc_k1,0.3878260869565217,0.3426086956521739,0.9380881188989534,0.9505589414333672,0.41342180882934365,0.3604286706677518,0.1371743257218305,0.1239680427221302,0.013206282999700305,0.09627372272622443,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,trunc_k0,trunc_k1,0.3878260869565217,0.3426086956521739,0.9380881188989534,0.9505589414333672,0.41342180882934365,0.3604286706677518,0.1371743257218305,0.1239680427221302,0.013206282999700305,0.09627372272622443,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,trunc_k0,trunc_k1,0.3878260869565217,0.3426086956521739,0.9380881188989534,0.9505589414333672,0.41342180882934365,0.3604286706677518,0.1371743257218305,0.1239680427221302,0.013206282999700305,0.09627372272622443,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,GradDot_dmean,trunc_k1,0.3878260869565217,0.3426086956521739,0.9380881188989534,0.9505589414333672,0.41342180882934365,0.3604286706677518,0.1371743257218305,0.1239680427221302,0.013206282999700305,0.09627372272622443,0.013206282999700305,False,False,1.3119462655949325
b2_scores_archived.csv,auto,trunc_k1,trunc_k0,0.3417391304347826,0.4391304347826086,0.9505589414333672,0.9255046198110548,0.3595138770873768,0.4744767615230907,-0.2774598646954842,-0.2507488174060984,-0.02671104728938584,0.09626994995727241,0.02671104728938584,False,False,2.6357462467853323
b2_scores_archived.csv,auto,trunc_k1,GradDot_dmean,0.3417391304347826,0.4391304347826086,0.9505589414333672,0.9255046198110548,0.3595138770873768,0.4744767615230907,-0.2774598646954842,-0.2507488174060984,-0.02671104728938584,0.09626994995727241,0.02671104728938584,False,False,2.6357462467853323
exp_01_dev_s6.csv,auto,IF,IF,0.4252173913043478,0.3652173913043478,0.9327641408751334,0.9177998400225847,0.4558680728285743,0.39792705923261085,0.13593473345361393,0.1521077781974581,-0.016173044743844175,0.09610747357401184,0.016173044743844175,False,False,1.604296327098177
exp_01_bc_s10.csv,auto,IF,TRAK,0.3217391304347825,0.3643478260869565,0.9505589414333672,0.9380881188989534,0.33847362473875164,0.388394031164787,-0.1375741972835681,-0.12436791428386772,-0.013206282999700376,0.09599389464348151,0.013206282999700376,False,False,1.3119462655949325
