n_masks,lds,ceiling,ratio,ratio_sqrt,subset,statistic,depth,primary,note
37,0.25825825825825827,0.5210954848260547,0.4956064018564019,0.3577631145396025,"37 only (campaign N, winner's-curse-FREE)",kendall_tau_b,4,True,the only unselected-upon masks of this kind that will ever exist; pass 9 scored them once
37,0.40445708866761493,0.6675792355480678,0.6058563045861733,0.4950180573512884,"37 only (campaign N, winner's-curse-FREE)",spearman,4,False,the only unselected-upon masks of this kind that will ever exist; pass 9 scored them once
33,0.26515151515151514,0.6677880571909167,0.3970593847797878,0.32447017964597175,33 only (Stage F DISCOVERY draw),kendall_tau_b,4,True,the cluster-grain hypothesis was selected on these; expected to read HIGH (#28)
33,0.3572860962566845,0.7859606411036721,0.45458522675508467,0.40300990196679276,33 only (Stage F DISCOVERY draw),spearman,4,False,the cluster-grain hypothesis was selected on these; expected to read HIGH (#28)
70,0.2795031055900621,0.5738188976377953,0.4870928907024067,0.3689769310704442,70 census (complete conditional population),kendall_tau_b,4,True,no mask sampling remains -- the population is exhausted; uncertainty is seed noise
70,0.4091155629428746,0.7168194574368568,0.5707372458969736,0.48321577959293327,70 census (complete conditional population),spearman,4,False,no mask sampling remains -- the population is exhausted; uncertainty is seed noise
