target,ceiling,GradDot_ALL,GradDot_head,TracIn_head_last5_lr,KFAC_embed_1e-4,datamodel_LOO,draw
C1,0.9200405629575789,0.39431703651474787,0.39089537461800117,0.4995626369250277,0.11846029463219834,0.4105994276096119,POOLED_48
C1,0.907778516478298,0.36208793908130676,0.3572984160775857,0.5795322834502397,0.256718432999445,0.3726248896894929,G_only_24
C1,0.9247814501425833,0.3366247752678105,0.3366247752678105,0.4099676033987859,0.04889521875398364,0.49835511422329476,H_only_24
C5,0.9142490084802196,0.18499032953765304,0.18689010185639662,0.06684823846578863,0.5845361953234057,0.5688393655484911,POOLED_48
C5,0.8919400684106564,0.41433862036249897,0.4201881067676166,0.18133407855864658,0.5937228701194396,0.7321607150405569,G_only_24
C5,0.9357271759751977,-0.1059394632621381,-0.1059394632621381,-0.1059394632621381,0.49903062957691363,0.5301585243356453,H_only_24
C2,0.9160950240619373,0.4532491371473371,0.4558560602890996,0.5059800825148051,0.2263283273075592,0.7040643342764193,POOLED_48
C2,0.9167804832100975,0.3993180082105253,0.3993180082105253,0.6250607301917723,0.22384572431753913,0.8005330140847585,G_only_24
C2,0.9118607181719259,0.49301961191242083,0.4911123793711736,0.34711632250700425,0.2994355089758224,0.7285628307564594,H_only_24
