source,agg,lam_rel,beta,target,dG,dH,dI,d_pooled
cachedE20_full,unitL2,3.0,0.5,C6,-0.11739130434782608,0.19739130434782606,-0.18086956521739128,-0.03890925461444466
cachedE20_full,unitL2,3.0,0.5,C7,-0.31652173913043474,0.24086956521739125,-0.11217391304347825,-0.05665959225673678
cachedE20_full,unitL2,3.0,0.5,C8,-0.14086956521739125,-0.5678260869565217,-0.4704347826086956,-0.3731108109846293
cachedE20_full,unitL2,3.0,0.5,C9,-0.09043478260869564,-0.09130434782608694,0.06347826086956515,-0.025307093703775166
cachedE20_full,unitL2,3.0,1.0,C1,-0.07478260869565218,0.040869565217391296,0.3443478260869565,0.11450897163804746
cachedE20_full,unitL2,3.0,1.0,C2,-0.08608695652173909,-0.32347826086956516,0.1678260869565217,-0.08489291915878835
cachedE20_full,unitL2,3.0,1.0,C3,-0.03130434782608697,0.5495652173913044,0.06521739130434782,0.23139751752524285
cachedE20_full,unitL2,3.0,1.0,C4,-0.5530434782608695,-1.0652173913043477,-0.34260869565217383,-0.705768859733745
cachedE20_full,unitL2,3.0,1.0,C5,0.09304347826086956,0.07826086956521738,0.15478260869565197,0.09402533925011253
cachedE20_full,unitL2,3.0,1.0,C6,-0.06521739130434782,0.3382608695652174,-0.3252173913043478,-0.04331468261624542
cachedE20_full,unitL2,3.0,1.0,C7,-0.2608695652173913,0.2895652173913043,-0.11913043478260868,-0.007942632966750275
cachedE20_full,unitL2,3.0,1.0,C8,0.06260869565217392,-0.5269565217391304,-0.5747826086956521,-0.3588333654897422
cachedE20_full,unitL2,3.0,1.0,C9,-0.20608695652173914,-0.017391304347826087,0.14173913043478253,-0.03508264197054473
cachedE20_full,unitL2,1.0,0.0,C1,-0.06,-0.1026086956521739,0.04869565217391304,-0.03755868544600942
cachedE20_full,unitL2,1.0,0.0,C2,-0.23217391304347823,-0.049565217391304345,0.1643478260869565,-0.06260852787960641
cachedE20_full,unitL2,1.0,0.0,C3,0.1365217391304348,-0.1495652173913043,0.03652173913043478,0.029262331982764175
cachedE20_full,unitL2,1.0,0.0,C4,-0.5808695652173913,-0.8782608695652173,-0.22347826086956513,-0.5846678242973826
cachedE20_full,unitL2,1.0,0.0,C5,-0.009565217391304393,-0.21043478260869564,-0.19565217391304351,-0.14013762942954539
cachedE20_full,unitL2,1.0,0.0,C6,-0.2469565217391304,0.14782608695652172,-0.18869565217391301,-0.09251398803781595
cachedE20_full,unitL2,1.0,0.0,C7,-0.5008695652173913,0.268695652173913,-0.11826086956521736,-0.10216091066949644
cachedE20_full,unitL2,1.0,0.0,C8,-0.018260869565217386,-0.4426086956521738,-0.1443478260869565,-0.19975561129333078
cachedE20_full,unitL2,1.0,0.0,C9,-0.09826086956521735,-0.04521739130434782,0.12956521739130425,0.014759791626471157
cachedE20_full,unitL2,1.0,0.5,C1,-0.0982608695652174,-0.1356521739130435,0.21913043478260869,0.01730014791948034
cachedE20_full,unitL2,1.0,0.5,C2,-0.15565217391304348,-0.18086956521739128,0.07652173913043478,-0.10235384912213003
cachedE20_full,unitL2,1.0,0.5,C3,0.11999999999999994,0.032173913043478275,0.03826086956521739,0.09585825455013186
cachedE20_full,unitL2,1.0,0.5,C4,-0.5608695652173913,-0.9478260869565216,-0.126086956521739,-0.6332883143610523
cachedE20_full,unitL2,1.0,0.5,C5,-0.00521739130434784,-0.13999999999999999,-0.04173913043478261,-0.06016464081291406
cachedE20_full,unitL2,1.0,0.5,C6,-0.20956521739130435,0.2260869565217391,-0.2417391304347826,-0.05717409479709306
cachedE20_full,unitL2,1.0,0.5,C7,-0.3878260869565217,0.28260869565217384,-0.14869565217391303,-0.06019679722168629
cachedE20_full,unitL2,1.0,0.5,C8,0.08260869565217391,-0.5643478260869564,-0.4304347826086956,-0.2862885072995048
cachedE20_full,unitL2,1.0,0.5,C9,-0.21130434782608695,-0.03739130434782609,0.05304347826086947,-0.052511415525114166
cachedE20_full,unitL2,1.0,1.0,C1,-0.1078260869565218,-0.06347826086956523,0.3556521739130435,0.08087336806225481
cachedE20_full,unitL2,1.0,1.0,C2,-0.01043478260869557,-0.32086956521739124,0.07739130434782607,-0.09894526979226959
cachedE20_full,unitL2,1.0,1.0,C3,-0.027826086956521737,0.40434782608695646,0.0791304347826087,0.18528522734581004
cachedE20_full,unitL2,1.0,1.0,C4,-0.48434782608695653,-0.9982608695652173,-0.33478260869565213,-0.6762492764808028
cachedE20_full,unitL2,1.0,1.0,C5,0.03478260869565214,-0.009565217391304351,0.07130434782608686,-0.008296353463245254
cachedE20_full,unitL2,1.0,1.0,C6,-0.21565217391304348,0.3469565217391304,-0.33652173913043476,-0.07039037880249534
cachedE20_full,unitL2,1.0,1.0,C7,-0.2669565217391304,0.34173913043478255,-0.17043478260869563,-0.030902308830149855
cachedE20_full,unitL2,1.0,1.0,C8,0.18521739130434783,-0.5243478260869565,-0.5599999999999999,-0.29944047848736255
cachedE20_full,unitL2,1.0,1.0,C9,-0.29826086956521736,-0.011304347826086959,0.11391304347826078,-0.05595215126374688
cachedE20_full,unitL2,0.3,0.0,C1,-0.15999999999999998,-0.1478260869565217,0.0617391304347826,-0.0847642935236993
cachedE20_full,unitL2,0.3,0.0,C2,-0.22260869565217387,-0.09652173913043474,0.18869565217391301,-0.0683002122322979
cachedE20_full,unitL2,0.3,0.0,C3,0.1591304347826087,-0.12,0.11565217391304347,0.04238214676184965
cachedE20_full,unitL2,0.3,0.0,C4,-0.5339130434782609,-0.8660869565217391,-0.2130434782608695,-0.6004566210045663
cachedE20_full,unitL2,0.3,0.0,C5,-0.06086956521739134,-0.2539130434782608,-0.3617391304347826,-0.21943533346195904
cachedE20_full,unitL2,0.3,0.0,C6,-0.24260869565217388,0.24956521739130433,-0.2747826086956522,-0.06781786610071389
cachedE20_full,unitL2,0.3,0.0,C7,-0.45739130434782604,0.34434782608695647,-0.21217391304347824,-0.08199884236928422
cachedE20_full,unitL2,0.3,0.0,C8,0.3252173913043478,-0.34086956521739126,-0.16434782608695647,-0.05009968486719404
cachedE20_full,unitL2,0.3,0.0,C9,-0.3069565217391304,0.03130434782608696,0.09565217391304343,-0.051450254035629306
cachedE20_full,unitL2,0.3,0.5,C1,-0.20260869565217393,-0.21304347826086953,0.23217391304347826,-0.05173966171457972
cachedE20_full,unitL2,0.3,0.5,C2,-0.1060869565217391,-0.18260869565217389,0.1060869565217391,-0.07254485819023729
cachedE20_full,unitL2,0.3,0.5,C3,0.07999999999999999,-0.01652173913043478,0.03826086956521739,0.06254421506206188
cachedE20_full,unitL2,0.3,0.5,C4,-0.5060869565217391,-0.9226086956521738,-0.10086956521739127,-0.6053443951379511
cachedE20_full,unitL2,0.3,0.5,C5,-0.01913043478260873,-0.23217391304347823,-0.26173913043478264,-0.19798700881085607
cachedE20_full,unitL2,0.3,0.5,C6,-0.2556521739130435,0.29739130434782607,-0.41565217391304343,-0.08235256286577916
cachedE20_full,unitL2,0.3,0.5,C7,-0.35478260869565215,0.3182608695652173,-0.21043478260869564,-0.06826805582352564
cachedE20_full,unitL2,0.3,0.5,C8,0.4017391304347826,-0.49913043478260866,-0.39391304347826084,-0.1487877033892855
cachedE20_full,unitL2,0.3,0.5,C9,-0.3495652173913043,0.009565217391304344,0.07652173913043475,-0.09232104958518234
cachedE20_full,unitL2,0.3,1.0,C1,-0.18086956521739134,-0.16695652173913048,0.3930434782608696,0.007267348382532651
cachedE20_full,unitL2,0.3,1.0,C2,0.01391304347826089,-0.368695652173913,0.07217391304347825,-0.09727313653611164
cachedE20_full,unitL2,0.3,1.0,C3,-0.11826086956521739,0.3869565217391304,0.11652173913043477,0.15708405685253074
cachedE20_full,unitL2,0.3,1.0,C4,-0.5860869565217391,-0.9104347826086956,-0.2304347826086956,-0.6441571805260791
cachedE20_full,unitL2,0.3,1.0,C5,-0.15913043478260874,-0.21217391304347824,-0.20521739130434785,-0.20856646729693235
cachedE20_full,unitL2,0.3,1.0,C6,-0.37043478260869567,0.2678260869565217,-0.5982608695652173,-0.19737603704418294
cachedE20_full,unitL2,0.3,1.0,C7,-0.24956521739130433,0.3721739130434782,-0.1878260869565217,-0.03167406264068429
cachedE20_full,unitL2,0.3,1.0,C8,0.3991304347826087,-0.4165217391304347,-0.5930434782608694,-0.20982056723905076
cachedE20_full,unitL2,0.3,1.0,C9,-0.42521739130434777,0.026086956521739132,0.13304347826086949,-0.08894462666409417
cachedE20_full,unitL2,0.1,0.0,C1,-0.2408695652173913,-0.25652173913043474,0.19043478260869562,-0.11688854588719534
cachedE20_full,unitL2,0.1,0.0,C2,-0.22869565217391302,-0.11913043478260868,0.16086956521739126,-0.07659656569554313
cachedE20_full,unitL2,0.1,0.0,C3,0.11999999999999994,-0.04434782608695653,0.04260869565217391,0.037172808540742175
cachedE20_full,unitL2,0.1,0.0,C4,-0.5278260869565218,-0.928695652173913,-0.26086956521739124,-0.621872789246897
cachedE20_full,unitL2,0.1,0.0,C5,-0.10695652173913045,-0.2895652173913043,-0.5869565217391305,-0.31198147790854724
cachedE20_full,unitL2,0.1,0.0,C6,-0.23999999999999996,0.3295652173913043,-0.43565217391304345,-0.06183677406907197
cachedE20_full,unitL2,0.1,0.0,C7,-0.39999999999999997,0.36695652173913035,-0.2434782608695652,-0.06997234548845586
cachedE20_full,unitL2,0.1,0.0,C8,0.52,-0.3843478260869565,-0.20695652173913043,-0.011479837931699793
cachedE20_full,unitL2,0.1,0.0,C9,-0.47739130434782606,0.0208695652173913,0.1382608695652173,-0.09775548266769568
cachedE20_full,unitL2,0.1,0.5,C1,-0.35478260869565215,-0.37913043478260866,0.3060869565217391,-0.146568911183999
cachedE20_full,unitL2,0.1,0.5,C2,-0.11652173913043473,-0.2791304347826086,0.1234782608695652,-0.0942504341115184
cachedE20_full,unitL2,0.1,0.5,C3,0.009565217391304337,0.01391304347826089,-0.026956521739130428,0.03627242909511867
cachedE20_full,unitL2,0.1,0.5,C4,-0.45304347826086955,-0.931304347826087,-0.12260869565217392,-0.5765322528779987
cachedE20_full,unitL2,0.1,0.5,C5,-0.08956521739130441,-0.33304347826086955,-0.5669565217391305,-0.34790018650717097
cachedE20_full,unitL2,0.1,0.5,C6,-0.3321739130434782,0.24086956521739128,-0.4860869565217391,-0.1406842883786739
cachedE20_full,unitL2,0.1,0.5,C7,-0.2965217391304348,0.28173913043478255,-0.18173913043478257,-0.04755932857418484
cachedE20_full,unitL2,0.1,0.5,C8,0.52,-0.4469565217391304,-0.4452173913043478,-0.07611421956395911
cachedE20_full,unitL2,0.1,0.5,C9,-0.46173913043478254,0.044347826086956504,0.07739130434782598,-0.12241944819602547
cachedE20_full,unitL2,0.1,1.0,C1,-0.39391304347826084,-0.40956521739130436,0.4382608695652173,-0.1328702810470127
cachedE20_full,unitL2,0.1,1.0,C2,-0.03130434782608693,-0.43999999999999995,0.06695652173913041,-0.1313267734259438
cachedE20_full,unitL2,0.1,1.0,C3,-0.18956521739130433,0.26347826086956516,0.0017391304347826094,0.0907453855553412
cachedE20_full,unitL2,0.1,1.0,C4,-0.5539130434782609,-0.9139130434782607,-0.17913043478260865,-0.6017107209466848
cachedE20_full,unitL2,0.1,1.0,C5,-0.22869565217391308,-0.2834782608695652,-0.4391304347826087,-0.35899414753360354
cachedE20_full,unitL2,0.1,1.0,C6,-0.4869565217391304,0.11826086956521738,-0.6930434782608694,-0.30690076532252886
cachedE20_full,unitL2,0.1,1.0,C7,-0.27739130434782605,0.2965217391304347,-0.16782608695652174,-0.012090809698372888
cachedE20_full,unitL2,0.1,1.0,C8,0.528695652173913,-0.41826086956521735,-0.5973913043478261,-0.14084507042253522
cachedE20_full,unitL2,0.1,1.0,C9,-0.5243478260869565,-0.00260869565217392,0.0799999999999999,-0.1410701652839411
cachedE20_full,unitL2,0.03,0.0,C1,-0.5304347826086956,-0.22260869565217387,0.3217391304347826,-0.16901408450704228
cachedE20_full,unitL2,0.03,0.0,C2,-0.25304347826086954,-0.16086956521739126,0.19652173913043477,-0.0734773940446331
cachedE20_full,unitL2,0.03,0.0,C3,-0.03913043478260872,0.09391304347826086,-0.06260869565217389,0.07296289150427682
cachedE20_full,unitL2,0.03,0.0,C4,-0.5173913043478261,-0.9017391304347826,-0.22608695652173905,-0.5941218084764295
cachedE20_full,unitL2,0.03,0.0,C5,-0.0730434782608696,-0.23565217391304347,-0.7121739130434783,-0.3279310566595923
cachedE20_full,unitL2,0.03,0.0,C6,-0.17304347826086958,0.2791304347826087,-0.47478260869565214,-0.07887967071837418
cachedE20_full,unitL2,0.03,0.0,C7,-0.29565217391304344,0.33826086956521734,-0.23913043478260868,-0.03617595986880186
cachedE20_full,unitL2,0.03,0.0,C8,0.6269565217391304,-0.48173913043478256,-0.2617391304347826,-0.017460929963341705
cachedE20_full,unitL2,0.03,0.0,C9,-0.5034782608695652,0.025217391304347817,0.12086956521739126,-0.12258023023988683
cachedE20_full,unitL2,0.03,0.5,C1,-0.5652173913043478,-0.40521739130434786,0.4460869565217391,-0.20744099298990293
cachedE20_full,unitL2,0.03,0.5,C2,-0.09391304347826085,-0.3113043478260869,0.17478260869565215,-0.07280210946041546
cachedE20_full,unitL2,0.03,0.5,C3,-0.10173913043478261,0.11304347826086955,-0.12,0.01189787124573928
cachedE20_full,unitL2,0.03,0.5,C4,-0.47043478260869565,-0.96,-0.01826086956521733,-0.5437005595215127
cachedE20_full,unitL2,0.03,0.5,C5,-0.06434782608695655,-0.23565217391304347,-0.5904347826086956,-0.3609556884687119
cachedE20_full,unitL2,0.03,0.5,C6,-0.29999999999999993,0.2269565217391304,-0.3808695652173913,-0.1620683002122323
cachedE20_full,unitL2,0.03,0.5,C7,-0.2626086956521739,0.3008695652173913,-0.2043478260869565,-0.014180976268570327
cachedE20_full,unitL2,0.03,0.5,C8,0.577391304347826,-0.457391304347826,-0.46608695652173915,-0.06884687118142646
cachedE20_full,unitL2,0.03,0.5,C9,-0.5156521739130434,0.006956521739130431,0.009565217391304282,-0.1641263103736575
cachedE20_full,unitL2,0.03,1.0,C1,-0.6260869565217391,-0.4104347826086956,0.48347826086956514,-0.2130362081162776
cachedE20_full,unitL2,0.03,1.0,C2,-0.11739130434782602,-0.46782608695652167,0.12260869565217389,-0.14264582931378222
cachedE20_full,unitL2,0.03,1.0,C3,-0.3713043478260869,0.2504347826086956,-0.12086956521739128,0.029680365296803665
cachedE20_full,unitL2,0.03,1.0,C4,-0.5730434782608695,-0.8860869565217391,-0.0930434782608695,-0.573927583767445
cachedE20_full,unitL2,0.03,1.0,C5,-0.26869565217391306,-0.2817391304347826,-0.5365217391304348,-0.4442086307801146
cachedE20_full,unitL2,0.03,1.0,C6,-0.5165217391304348,0.039999999999999994,-0.5017391304347826,-0.30352434240144066
cachedE20_full,unitL2,0.03,1.0,C7,-0.24,0.2730434782608695,-0.11478260869565216,-0.003151328059682292
cachedE20_full,unitL2,0.03,1.0,C8,0.47130434782608693,-0.40086956521739125,-0.5739130434782609,-0.11341565373979035
cachedE20_full,unitL2,0.03,1.0,C9,-0.528695652173913,-0.06782608695652173,0.11391304347826078,-0.14502540356293012
cachedE20_full,unitL2,0.01,0.0,C1,-0.6399999999999999,-0.24434782608695646,0.4599999999999999,-0.1636118078333012
cachedE20_full,unitL2,0.01,0.0,C2,-0.25043478260869567,-0.19739130434782604,0.2713043478260869,-0.07373464531481128
cachedE20_full,unitL2,0.01,0.0,C3,-0.11739130434782609,0.2660869565217391,-0.05999999999999999,0.10817415910991063
cachedE20_full,unitL2,0.01,0.0,C4,-0.5991304347826086,-0.9469565217391304,-0.12956521739130428,-0.5621583381567947
cachedE20_full,unitL2,0.01,0.0,C5,-0.08000000000000002,-0.1834782608695652,-0.6904347826086956,-0.3189272622033572
cachedE20_full,unitL2,0.01,0.0,C6,-0.1817391304347826,0.2617391304347826,-0.4017391304347826,-0.08826934207987652
cachedE20_full,unitL2,0.01,0.0,C7,-0.27304347826086955,0.3678260869565217,-0.3,-0.02697922695993312
cachedE20_full,unitL2,0.01,0.0,C8,0.6452173913043477,-0.5669565217391304,-0.27043478260869563,-0.015563701845777864
cachedE20_full,unitL2,0.01,0.0,C9,-0.5078260869565216,0.013913043478260868,0.11217391304347818,-0.1316483375136665
cachedE20_full,unitL2,0.01,0.5,C1,-0.6878260869565217,-0.3356521739130435,0.48260869565217385,-0.20409672647758703
cachedE20_full,unitL2,0.01,0.5,C2,-0.08173913043478259,-0.3330434782608695,0.2008695652173913,-0.07322014277445496
cachedE20_full,unitL2,0.01,0.5,C3,-0.17217391304347826,0.2930434782608695,-0.18260869565217389,0.04421506206186894
cachedE20_full,unitL2,0.01,0.5,C4,-0.5878260869565217,-0.9234782608695651,0.0304347826086957,-0.5248890603897358
cachedE20_full,unitL2,0.01,0.5,C5,-0.007826086956521816,-0.22869565217391302,-0.6469565217391304,-0.3281883079297705
cachedE20_full,unitL2,0.01,0.5,C6,-0.36869565217391304,0.19565217391304346,-0.3782608695652174,-0.1797221686282076
cachedE20_full,unitL2,0.01,0.5,C7,-0.27652173913043476,0.29999999999999993,-0.23478260869565215,-0.008907325229918325
cachedE20_full,unitL2,0.01,0.5,C8,0.5669565217391304,-0.5252173913043477,-0.4165217391304347,-0.07524599652710787
cachedE20_full,unitL2,0.01,0.5,C9,-0.4930434782608695,-0.03217391304347826,0.07565217391304341,-0.1548652646472442
cachedE20_full,unitL2,0.01,1.0,C1,-0.6721739130434783,-0.37043478260869567,0.4878260869565217,-0.21866357965142458
cachedE20_full,unitL2,0.01,1.0,C2,-0.1660869565217391,-0.46521739130434775,0.15565217391304348,-0.1428066113576436
cachedE20_full,unitL2,0.01,1.0,C3,-0.3234782608695652,0.2747826086956522,-0.17826086956521736,0.020740883658113066
cachedE20_full,unitL2,0.01,1.0,C4,-0.7460869565217391,-0.8739130434782608,-0.02695652173913038,-0.5720946684674257
cachedE20_full,unitL2,0.01,1.0,C5,-0.28347826086956524,-0.30956521739130427,-0.5243478260869565,-0.4214097369605763
cachedE20_full,unitL2,0.01,1.0,C6,-0.5539130434782609,0.00260869565217392,-0.39739130434782605,-0.30320277831371795
cachedE20_full,unitL2,0.01,1.0,C7,-0.21130434782608692,0.2530434782608695,-0.09739130434782606,0.014791948035243429
cachedE20_full,unitL2,0.01,1.0,C8,0.388695652173913,-0.3904347826086956,-0.5104347826086956,-0.11830342787317516
cachedE20_full,unitL2,0.01,1.0,C9,-0.5895652173913043,0.004347826086956524,0.16347826086956516,-0.11553797671876007
regenE5_head,dmean,inf,0.0,C1,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C2,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C3,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C4,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C5,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C6,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C7,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C8,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.0,C9,0.0,0.0,0.0,0.0
regenE5_head,dmean,inf,0.5,C1,-0.15304347826086956,-0.28086956521739126,0.2269565217391304,-0.0867579908675799
regenE5_head,dmean,inf,0.5,C2,0.020869565217391195,-0.02695652173913049,0.21478260869565216,0.0760499067464146
regenE5_head,dmean,inf,0.5,C3,-0.142608695652174,0.17652173913043476,-0.03565217391304347,-0.0006752845842176725
regenE5_head,dmean,inf,0.5,C4,-0.007826086956521705,-0.6860869565217391,0.060869565217391286,-0.24117306579201236
regenE5_head,dmean,inf,0.5,C5,0.02173913043478265,0.14260869565217393,0.09304347826086956,0.08100199369734384
regenE5_head,dmean,inf,0.5,C6,-0.2391304347826087,-0.0008695652173912882,-0.15826086956521737,-0.15788796707183744
regenE5_head,dmean,inf,0.5,C7,-0.3234782608695652,0.16782608695652174,-0.05043478260869563,-0.07794713486397839
regenE5_head,dmean,inf,0.5,C8,0.10956521739130431,-0.08956521739130434,-0.1434782608695652,-0.05585568203743008
regenE5_head,dmean,inf,0.5,C9,0.06521739130434784,0.004347826086956524,0.16347826086956507,0.06662807897613995
regenE5_head,dmean,inf,1.0,C1,-0.4521739130434782,-0.49913043478260866,0.35826086956521735,-0.20740883658113066
regenE5_head,dmean,inf,1.0,C2,-0.2782608695652174,-0.17652173913043478,0.27739130434782605,-0.06350890732522993
regenE5_head,dmean,inf,1.0,C3,0.20260869565217388,0.5043478260869565,-0.10521739130434782,0.20641198790919033
regenE5_head,dmean,inf,1.0,C4,-0.4460869565217391,-0.6208695652173912,-0.18608695652173915,-0.3697343880635411
regenE5_head,dmean,inf,1.0,C5,0.046086956521739164,0.2608695652173913,-0.06608695652173913,0.07495658884815742
regenE5_head,dmean,inf,1.0,C6,-0.40434782608695646,-0.2434782608695652,-0.4452173913043478,-0.4221171779535662
regenE5_head,dmean,inf,1.0,C7,-0.5104347826086957,0.3460869565217391,-0.31217391304347825,-0.20576885973374498
regenE5_head,dmean,inf,1.0,C8,0.2843478260869565,-0.41043478260869565,-0.1043478260869565,-0.07016528394108948
regenE5_head,dmean,inf,1.0,C9,-0.08521739130434786,-0.05739130434782608,0.3434782608695651,0.044536626149591634
regenE5_head,dmean,3.0,0.0,C1,-0.1626086956521739,-0.3060869565217391,-0.04695652173913041,-0.1524535339893241
regenE5_head,dmean,3.0,0.0,C2,0.1452173913043478,-0.1269565217391304,0.3269565217391304,0.1292366068557464
regenE5_head,dmean,3.0,0.0,C3,-0.09739130434782606,0.12695652173913044,0.04260869565217391,-0.031191716509100298
regenE5_head,dmean,3.0,0.0,C4,-0.15478260869565216,-0.6547826086956521,-0.0921739130434783,-0.29661071451540294
regenE5_head,dmean,3.0,0.0,C5,-0.07304347826086949,0.11130434782608697,-0.13826086956521738,-0.038169657212682506
regenE5_head,dmean,3.0,0.0,C6,-0.29565217391304344,-0.2017391304347826,-0.1069565217391304,-0.23297318155508395
regenE5_head,dmean,3.0,0.0,C7,-0.43130434782608695,0.18956521739130433,-0.14695652173913043,-0.1342530066242202
regenE5_head,dmean,3.0,0.0,C8,0.08000000000000002,-0.0834782608695652,0.009565217391304346,0.019036593993182846
regenE5_head,dmean,3.0,0.0,C9,-0.001739130434782632,0.0634782608695652,0.2608695652173912,0.09241751881149915
regenE5_head,dmean,3.0,0.5,C1,-0.29217391304347823,-0.3252173913043478,0.17043478260869566,-0.1673419512508843
regenE5_head,dmean,3.0,0.5,C2,0.2878260869565216,0.014782608695652177,0.2878260869565217,0.19043025274937303
regenE5_head,dmean,3.0,0.5,C3,-0.1495652173913043,0.28782608695652173,-0.2643478260869565,-0.01543507621068882
regenE5_head,dmean,3.0,0.5,C4,-0.25565217391304346,-0.4721739130434782,-0.18260869565217394,-0.2718181233519841
regenE5_head,dmean,3.0,0.5,C5,0.004347826086956552,0.18434782608695655,-0.028695652173913067,0.05225416425493601
regenE5_head,dmean,3.0,0.5,C6,-0.31913043478260866,-0.2017391304347826,-0.248695652173913,-0.26078847514309605
regenE5_head,dmean,3.0,0.5,C7,-0.5452173913043478,0.15391304347826085,-0.31304347826086953,-0.2427808862306258
regenE5_head,dmean,3.0,0.5,C8,0.20260869565217388,-0.03913043478260869,-0.08260869565217391,0.04636954144961092
regenE5_head,dmean,3.0,0.5,C9,-0.11043478260869571,-0.06695652173913041,0.24869565217391293,0.027043539777477664
regenE5_head,dmean,3.0,1.0,C1,-0.5034782608695652,-0.4626086956521739,0.25130434782608696,-0.274808669367805
regenE5_head,dmean,3.0,1.0,C2,0.23217391304347818,0.08695652173913032,0.19478260869565217,0.1312624606083993
regenE5_head,dmean,3.0,1.0,C3,-0.09913043478260869,0.4443478260869565,-0.28608695652173916,0.0442472184706412
regenE5_head,dmean,3.0,1.0,C4,-0.27999999999999997,-0.2608695652173913,-0.14695652173913046,-0.22927519454627307
regenE5_head,dmean,3.0,1.0,C5,0.02956521739130441,0.24000000000000002,-0.09043478260869564,0.07727185027976069
regenE5_head,dmean,3.0,1.0,C6,-0.31565217391304345,-0.09826086956521735,-0.4347826086956521,-0.283426586918773
regenE5_head,dmean,3.0,1.0,C7,-0.4860869565217391,0.08608695652173914,-0.4243478260869565,-0.2913049070679787
regenE5_head,dmean,3.0,1.0,C8,0.4660869565217391,0.037391304347826074,-0.10869565217391303,0.13615023474178406
regenE5_head,dmean,3.0,1.0,C9,-0.20608695652173914,-0.15826086956521737,0.1869565217391303,-0.05727056402340987
regenE5_head,dmean,1.0,0.0,C1,-0.18086956521739128,-0.35739130434782607,-0.0434782608695652,-0.1751881149913178
regenE5_head,dmean,1.0,0.0,C2,0.24260869565217386,-0.10521739130434782,0.39304347826086955,0.18457778635282013
regenE5_head,dmean,1.0,0.0,C3,-0.16434782608695658,0.15652173913043477,-0.18608695652173915,-0.08016592706926495
regenE5_head,dmean,1.0,0.0,C4,-0.24608695652173912,-0.6365217391304347,-0.19913043478260872,-0.32886359251398806
regenE5_head,dmean,1.0,0.0,C5,-0.09999999999999998,0.18782608695652175,-0.23478260869565215,-0.07376680172358355
regenE5_head,dmean,1.0,0.0,C6,-0.3695652173913043,-0.34782608695652173,-0.22173913043478258,-0.3216927133577723
regenE5_head,dmean,1.0,0.0,C7,-0.43304347826086953,0.19130434782608696,-0.1869565217391304,-0.1821982121036723
regenE5_head,dmean,1.0,0.0,C8,0.2295652173913043,0.09391304347826089,0.04782608695652174,0.15116727763843338
regenE5_head,dmean,1.0,0.0,C9,-0.03739130434782606,0.02521739130434783,0.25217391304347814,0.06135442793748797
regenE5_head,dmean,1.0,0.5,C1,-0.27304347826086955,-0.35739130434782607,0.04869565217391305,-0.23712135828670658
regenE5_head,dmean,1.0,0.5,C2,0.37304347826086953,0.013043478260869545,0.33304347826086955,0.25461444465882055
regenE5_head,dmean,1.0,0.5,C3,-0.2,0.2721739130434782,-0.3017391304347826,-0.052414946298797394
regenE5_head,dmean,1.0,0.5,C4,-0.27043478260869563,-0.4426086956521739,-0.21391304347826087,-0.28278345874332755
regenE5_head,dmean,1.0,0.5,C5,-0.04086956521739127,0.19913043478260872,-0.12782608695652176,-0.022509486140587814
regenE5_head,dmean,1.0,0.5,C6,-0.31739130434782603,-0.2730434782608695,-0.32347826086956516,-0.3123673548138145
regenE5_head,dmean,1.0,0.5,C7,-0.49043478260869566,0.05652173913043479,-0.39999999999999997,-0.30108045533474825
regenE5_head,dmean,1.0,0.5,C8,0.37999999999999995,0.042608695652173914,-0.021739130434782608,0.17242266383690272
regenE5_head,dmean,1.0,0.5,C9,-0.16086956521739126,-0.1052173913043478,0.2339130434782608,-0.009743391857997295
regenE5_head,dmean,1.0,1.0,C1,-0.4626086956521739,-0.4930434782608695,0.2582608695652174,-0.27792784101871504
regenE5_head,dmean,1.0,1.0,C2,0.3139130434782608,0.1234782608695652,0.2626086956521739,0.2089523442021995
regenE5_head,dmean,1.0,1.0,C3,-0.07043478260869568,0.4208695652173913,-0.33826086956521734,0.02485690398096338
regenE5_head,dmean,1.0,1.0,C4,-0.28434782608695647,-0.2634782608695652,-0.20347826086956522,-0.248440414174545
regenE5_head,dmean,1.0,1.0,C5,-0.03217391304347822,0.18782608695652175,-0.17130434782608694,0.0007395974017621598
regenE5_head,dmean,1.0,1.0,C6,-0.25565217391304346,-0.11826086956521736,-0.42695652173913035,-0.27795999742748734
regenE5_head,dmean,1.0,1.0,C7,-0.4252173913043478,-0.014782608695652177,-0.4234782608695652,-0.322142903080584
regenE5_head,dmean,1.0,1.0,C8,0.5739130434782608,0.09652173913043476,-0.08695652173913042,0.26040259823782885
regenE5_head,dmean,1.0,1.0,C9,-0.3104347826086956,-0.19913043478260867,0.18260869565217386,-0.1012926876326452
