source,agg,lam_rel,beta,target,dG,dH,dI,d_pooled
cachedE20_full,dmean,0.3,0.5,C9,-0.6339130434782608,-0.12608695652173912,0.09043478260869564,-0.23229789697086636
cachedE20_full,dmean,0.3,1.0,C1,-0.4617391304347825,-0.1443478260869565,0.4330434782608695,-0.12743584796449936
cachedE20_full,dmean,0.3,1.0,C2,-0.10956521739130434,-0.06869565217391302,0.5730434782608695,0.1363110167856454
cachedE20_full,dmean,0.3,1.0,C3,-0.2043478260869565,0.5017391304347825,-0.48,0.02633609878448774
cachedE20_full,dmean,0.3,1.0,C4,-0.1826086956521739,-0.9121739130434781,-0.5208695652173911,-0.5198405042124897
cachedE20_full,dmean,0.3,1.0,C5,-0.42434782608695654,-0.03913043478260869,-0.45130434782608697,-0.319023731429674
cachedE20_full,dmean,0.3,1.0,C6,-0.018260869565217393,0.053913043478260876,-0.5539130434782608,-0.11476622290822563
cachedE20_full,dmean,0.3,1.0,C7,0.16086956521739132,0.49478260869565216,0.16869565217391308,0.29834716058910543
cachedE20_full,dmean,0.3,1.0,C8,0.30869565217391304,-0.4095652173913043,-0.35304347826086957,-0.14415718052607887
cachedE20_full,dmean,0.3,1.0,C9,-0.5695652173913043,-0.16782608695652168,0.0234782608695652,-0.26400411602032287
cachedE20_full,dmean,0.1,0.0,C1,-0.6199999999999999,-0.23565217391304344,0.36260869565217385,-0.1847385683966815
cachedE20_full,dmean,0.1,0.0,C2,-0.3852173913043478,-0.2747826086956521,0.043478260869565216,-0.1786610071387228
cachedE20_full,dmean,0.1,0.0,C3,-0.18086956521739128,0.35739130434782607,-0.2713043478260869,-0.05804231783394434
cachedE20_full,dmean,0.1,0.0,C4,0.0808695652173913,-1.0,-0.45043478260869557,-0.48797350311917176
cachedE20_full,dmean,0.1,0.0,C5,-0.16173913043478264,-0.19913043478260867,-0.5173913043478261,-0.3654897421056017
cachedE20_full,dmean,0.1,0.0,C6,-0.0608695652173913,0.06782608695652174,-0.5947826086956521,-0.2085021544793878
cachedE20_full,dmean,0.1,0.0,C7,0.06869565217391305,0.2034782608695652,-0.09130434782608692,0.08267412695350185
cachedE20_full,dmean,0.1,0.0,C8,0.4208695652173913,-0.25217391304347825,-0.16260869565217392,-0.05572705640234099
cachedE20_full,dmean,0.1,0.0,C9,-0.548695652173913,-0.05913043478260871,0.017391304347826084,-0.2092739082899222
cachedE20_full,dmean,0.1,0.5,C1,-0.43565217391304334,-0.20260869565217388,0.3834782608695652,-0.14521834201556372
